"","year","month","carrier_name","total_delay","delay_carrier","delay_weather","delay_nas","delay_security","delay_late"
"633",2006,5,"American Airlines Inc.",9290.35897435897,2397,399,3096,2,3395
"634",2006,5,"American Eagle Airlines Inc.",6250.91379310345,1473,192,1820,0,2766
"635",2006,5,"ATA Airlines d/b/a ATA",2402.92307692308,555,0,890,12,946
"636",2006,5,"Atlantic Southeast Airlines",2155.48120300752,920,329,764,2,141
"637",2006,5,"Continental Air Lines Inc.",5041.875,938,261,2170,10,1663
"638",2006,5,"Delta Air Lines Inc.",3229.12631578947,950,63,1259,3,955
"639",2006,5,"ExpressJet Airlines Inc.",4643.27826086957,776,372,1710,7,1778
"640",2006,5,"Frontier Airlines Inc.",1017.8,346,30,440,0,202
"641",2006,5,"Hawaiian Airlines Inc.",498.857142857143,331,0,7,4,157
"642",2006,5,"JetBlue Airways",3153,611,151,1334,11,1047
"643",2006,5,"Mesa Airlines Inc.",2453.88333333333,909,41,340,3,1161
"644",2006,5,"Northwest Airlines Inc.",2819.34579439252,1144,400,767,2,507
"645",2006,5,"SkyWest Airlines Inc.",3091.31007751938,1286,79,672,10,1044
"646",2006,5,"Southwest Airlines Co.",11770.0161290323,2588,414,1770,26,6972
"647",2006,5,"United Air Lines Inc.",8200.41772151899,1795,140,2629,1,3636
"648",2006,5,"US Airways Inc.",4300.30864197531,1218,91,1583,4,1405
"649",2006,6,"AirTran Airways Corporation",7771.9387755102,1105,83,2243,0,4341
"650",2006,6,"Alaska Airlines Inc.",3449.48936170213,1081,52,696,14,1607
"651",2006,6,"Aloha Airlines Inc.",1584.90909090909,691,0,85,10,798
"652",2006,6,"American Airlines Inc.",9272.1125,2516,392,3040,8,3316
"653",2006,6,"American Eagle Airlines Inc.",6065.83760683761,1699,214,1433,3,2718
"654",2006,6,"ATA Airlines d/b/a ATA",2673.21428571429,477,9,1070,11,1106
"655",2006,6,"Comair Inc.",3482.16666666667,1271,860,1217,2,131
"656",2006,6,"Continental Air Lines Inc.",7978.23943661972,1547,502,3119,17,2793
"657",2006,6,"Delta Air Lines Inc.",5881.62376237624,1796,228,1833,7,2018
"658",2006,6,"ExpressJet Airlines Inc.",6648.08620689655,1418,557,2347,12,2314
"659",2006,6,"Frontier Airlines Inc.",1431.24390243902,452,52,658,3,266
"660",2006,6,"Hawaiian Airlines Inc.",530.428571428571,386,0,4,3,138
"661",2006,6,"JetBlue Airways",6304.25,924,215,2609,14,2543
"662",2006,6,"Mesa Airlines Inc.",4566.82352941176,1923,130,362,7,2144
"663",2006,6,"Northwest Airlines Inc.",4115.85849056604,1600,691,996,3,826
"664",2006,6,"SkyWest Airlines Inc.",2972.23664122137,1436,109,372,11,1044
"665",2006,6,"Southwest Airlines Co.",17301.3548387097,3752,796,2246,29,10477
"666",2006,6,"United Air Lines Inc.",9107.05063291139,2192,257,2248,2,4409
"667",2006,7,"AirTran Airways Corporation",5940.32653061224,915,74,1816,0,3135
"668",2006,7,"Alaska Airlines Inc.",4722.76086956522,1469,75,789,48,2341
"669",2006,7,"Aloha Airlines Inc.",851.727272727273,432,0,73,6,340
"670",2006,7,"American Airlines Inc.",9876.975,2765,575,3011,7,3519
"671",2006,7,"American Eagle Airlines Inc.",5759.20512820513,1563,267,1501,1,2428
"672",2006,7,"ATA Airlines d/b/a ATA",2926.64285714286,715,4,972,5,1231
"673",2006,7,"Atlantic Southeast Airlines",3598.27397260274,1681,574,774,1,569
"674",2006,7,"Comair Inc.",3836.48571428571,1484,860,1265,1,227
"675",2006,7,"Continental Air Lines Inc.",7797.21428571429,1654,440,2913,13,2777
"676",2006,7,"Delta Air Lines Inc.",4675.8,1510,127,1521,3,1514
"677",2006,7,"ExpressJet Airlines Inc.",6484.87931034483,1183,366,2376,13,2547
"678",2006,7,"Frontier Airlines Inc.",1468.58536585366,494,38,607,0,330
"679",2006,7,"Hawaiian Airlines Inc.",615.285714285714,387,3,26,10,190
"680",2006,7,"JetBlue Airways",7604.97368421053,1144,440,2649,10,3362
"681",2006,7,"Mesa Airlines Inc.",5251.04347826087,2257,145,446,3,2401
"682",2006,7,"Northwest Airlines Inc.",3960.46078431373,1839,382,942,4,793
"683",2006,7,"SkyWest Airlines Inc.",3322.06923076923,1503,101,489,8,1221
"684",2006,7,"Southwest Airlines Co.",16723.2419354839,3312,909,2518,35,9949
"685",2006,7,"United Air Lines Inc.",9634.15189873418,2279,372,2189,0,4793
"686",2006,7,"US Airways Inc.",7112.57831325301,1998,408,2208,9,2489
"687",2006,8,"AirTran Airways Corporation",6364.08163265306,1109,89,2113,0,3053
"688",2006,8,"Alaska Airlines Inc.",4542.71739130435,1289,49,860,72,2272
"689",2006,8,"Aloha Airlines Inc.",781.181818181818,459,0,46,22,255
"690",2006,8,"American Airlines Inc.",9041.35,2353,579,2734,159,3216
"691",2006,8,"American Eagle Airlines Inc.",5438.54700854701,1359,279,1453,18,2329
"692",2006,8,"ATA Airlines d/b/a ATA",2578.42857142857,606,0,762,28,1182
"693",2006,8,"Atlantic Southeast Airlines",3927.74149659864,1529,699,1006,3,690
"694",2006,8,"Comair Inc.",3404.98076923077,1451,637,1133,12,173
"695",2006,8,"Continental Air Lines Inc.",4938.41176470588,1094,159,2035,128,1522
"696",2006,8,"Delta Air Lines Inc.",5297.10101010101,1629,191,1720,32,1725
"697",2006,8,"ExpressJet Airlines Inc.",4109.64957264957,758,140,1533,41,1638
"698",2006,8,"Frontier Airlines Inc.",1227.66666666667,360,72,525,0,270
"699",2006,8,"Hawaiian Airlines Inc.",643.285714285714,384,16,7,47,189
"700",2006,8,"JetBlue Airways",5263.66666666667,1003,213,1980,71,1997
"701",2006,8,"Mesa Airlines Inc.",3985.23728813559,1651,163,465,10,1696
"702",2006,8,"Northwest Airlines Inc.",3841.28301886792,1769,301,945,50,776
"703",2006,8,"SkyWest Airlines Inc.",3419.32330827068,1486,110,580,14,1231
"704",2006,8,"Southwest Airlines Co.",12948.5322580645,2724,492,1626,205,7902
"705",2006,8,"United Air Lines Inc.",7326.73417721519,1630,336,1871,0,3489
"706",2006,8,"US Airways Inc.",5647.01204819277,1625,218,1749,35,2020
"707",2006,9,"AirTran Airways Corporation",6418.32653061224,553,27,2565,0,3273
"708",2006,9,"Alaska Airlines Inc.",2788.26666666667,1041,35,570,13,1129
"709",2006,9,"Aloha Airlines Inc.",499.272727272727,273,0,18,0,208
"710",2006,9,"American Airlines Inc.",8786.7125,1955,673,3071,3,3086
"711",2006,9,"American Eagle Airlines Inc.",5230.29914529915,1269,277,1515,0,2169
"712",2006,9,"ATA Airlines d/b/a ATA",1785.61538461538,346,7,693,1,739
"713",2006,9,"Atlantic Southeast Airlines",3580.66666666667,1250,675,1229,1,426
"714",2006,9,"Continental Air Lines Inc.",3322.97183098592,564,82,1927,14,736
"715",2006,9,"ExpressJet Airlines Inc.",3044.13675213675,469,79,1433,11,1051
"716",2006,9,"Frontier Airlines Inc.",864.697674418605,249,18,394,0,204
"717",2006,9,"Hawaiian Airlines Inc.",794.714285714286,655,0,5,0,134
"718",2006,9,"JetBlue Airways",4509.09523809524,741,72,2010,15,1671
"719",2006,9,"Mesa Airlines Inc.",3673.89075630252,1431,86,508,7,1641
"720",2006,9,"Northwest Airlines Inc.",3753.58095238095,1371,338,1316,10,718
"721",2006,9,"SkyWest Airlines Inc.",3621.39393939394,1423,151,710,16,1321
"722",2006,9,"Southwest Airlines Co.",10622.4193548387,1897,505,1971,77,6172
"723",2006,9,"United Air Lines Inc.",7065.39240506329,1406,162,2553,0,2945
"724",2006,9,"US Airways Inc.",4924.88095238095,1210,89,1944,5,1677
"725",2006,10,"AirTran Airways Corporation",7436.70833333333,735,11,2600,0,4090
"726",2006,10,"Alaska Airlines Inc.",2717.73333333333,960,34,622,15,1087
"727",2006,10,"Aloha Airlines Inc.",1326.18181818182,864,9,179,2,273
"728",2006,10,"American Airlines Inc.",8849.6,1995,453,3183,4,3214
"729",2006,10,"American Eagle Airlines Inc.",6350.92105263158,1376,241,1896,1,2836
"730",2006,10,"ATA Airlines d/b/a ATA",1839.92307692308,349,27,839,2,624
"731",2006,10,"Comair Inc.",4258.70652173913,1654,868,1465,4,268
"732",2006,10,"Continental Air Lines Inc.",6843.94285714286,1196,436,3234,10,1968
"733",2006,10,"ExpressJet Airlines Inc.",6294.96428571429,977,477,2512,8,2321
"734",2006,10,"Frontier Airlines Inc.",1282.78048780488,359,46,584,0,294
"735",2006,10,"Hawaiian Airlines Inc.",1945.85714285714,1712,4,5,3,222
"736",2006,10,"JetBlue Airways",4841.90697674419,685,68,2242,13,1834
"737",2006,10,"Mesa Airlines Inc.",4124.74782608696,1380,150,626,10,1959
"738",2006,10,"Northwest Airlines Inc.",4741.69811320755,1681,308,1770,5,978
"739",2006,10,"SkyWest Airlines Inc.",4396.4296875,1953,149,855,16,1423
"740",2006,10,"Southwest Airlines Co.",12077.253968254,2247,449,2069,44,7268
"741",2006,10,"United Air Lines Inc.",8068.8961038961,1469,107,3185,0,3309
"742",2006,10,"US Airways Inc.",5398.85542168675,1303,57,2188,5,1845
"743",2006,11,"AirTran Airways Corporation",4267.72916666667,597,7,1493,0,2170
"744",2006,11,"Alaska Airlines Inc.",4086.31111111111,1228,229,861,16,1753
"745",2006,11,"Aloha Airlines Inc.",868.181818181818,569,26,86,10,177
"746",2006,11,"American Airlines Inc.",8476.40789473684,1878,450,3089,3,3058
"747",2006,11,"American Eagle Airlines Inc.",4741.20353982301,1068,270,1415,1,1987
"748",2006,11,"ATA Airlines d/b/a ATA",2122.30769230769,417,2,951,4,748
"749",2006,11,"Atlantic Southeast Airlines",2586.99264705882,1231,300,639,3,414
"750",2006,11,"Continental Air Lines Inc.",5030.86956521739,749,198,2879,13,1193
"751",2006,11,"Delta Air Lines Inc.",3920.5306122449,1110,74,1601,2,1134
"752",2006,11,"ExpressJet Airlines Inc.",4320.90178571429,577,155,2131,8,1449
"753",2006,11,"Frontier Airlines Inc.",926.487179487179,306,23,406,5,186
"754",2006,11,"Hawaiian Airlines Inc.",1191.57142857143,686,18,16,4,467
"755",2006,11,"JetBlue Airways",6166.61363636364,807,121,2726,8,2505
"756",2006,11,"Mesa Airlines Inc.",2670.33035714286,1127,85,418,6,1034
"757",2006,11,"SkyWest Airlines Inc.",3697.0390625,1562,161,747,8,1219
"758",2006,11,"Southwest Airlines Co.",9948.95238095238,2086,486,1620,40,5717
"759",2006,11,"United Air Lines Inc.",6528.21333333333,1288,122,2362,0,2756
"760",2006,11,"US Airways Inc.",5330.35802469136,1321,95,2085,14,1817
"761",2006,12,"AirTran Airways Corporation",4936.27659574468,902,18,1335,0,2682
"762",2006,12,"Alaska Airlines Inc.",5098.11111111111,1544,95,1018,29,2412
"763",2006,12,"Aloha Airlines Inc.",764.909090909091,478,17,58,11,200
"764",2006,12,"American Airlines Inc.",11697.5625,3043,669,3408,15,4562
"765",2006,12,"American Eagle Airlines Inc.",7469.64347826087,1603,470,1855,7,3534
"766",2006,12,"ATA Airlines d/b/a ATA",2272.92307692308,515,0,911,2,844
"767",2006,12,"Atlantic Southeast Airlines",2281,1263,187,423,4,404
"768",2006,12,"Continental Air Lines Inc.",5405.23943661972,1008,197,2678,27,1495
"769",2006,12,"Delta Air Lines Inc.",3138.55769230769,1032,96,1031,3,976
"770",2006,12,"ExpressJet Airlines Inc.",5364.89380530973,823,304,2215,12,2011
"771",2006,12,"Frontier Airlines Inc.",2064.23076923077,378,366,874,7,440
"772",2006,12,"Hawaiian Airlines Inc.",2215.64285714286,1495,3,5,3,709
"773",2006,12,"JetBlue Airways",7259.31818181818,1153,112,2804,10,3180
"774",2006,12,"Mesa Airlines Inc.",3785.06956521739,1355,182,706,7,1536
"775",2006,12,"Northwest Airlines Inc.",5197.37962962963,2168,332,1553,13,1131
"776",2006,12,"SkyWest Airlines Inc.",6737.2109375,2661,380,1249,21,2426
"777",2006,12,"Southwest Airlines Co.",16322.0793650794,3483,680,2037,72,10050
"778",2006,12,"United Air Lines Inc.",7401.9,1758,128,2458,1,3057
"779",2006,12,"US Airways Inc.",6875.60975609756,1956,264,2044,20,2591
"780",2007,1,"AirTran Airways Corporation",4087.57142857143,684,39,1188,0,2177
"781",2007,1,"Alaska Airlines Inc.",3905.57777777778,1283,133,776,13,1700
"782",2007,1,"Aloha Airlines Inc.",983.181818181818,460,0,34,3,487
"783",2007,1,"American Airlines Inc.",11454.7875,2715,1277,2996,8,4458
"784",2007,1,"American Eagle Airlines Inc.",6439.75,1258,469,1847,1,2864
"785",2007,1,"Atlantic Southeast Airlines",2634.12230215827,1176,459,597,3,399
"786",2007,1,"Continental Air Lines Inc.",4614.67647058824,861,189,2480,34,1051
"787",2007,1,"Delta Air Lines Inc.",3279.8431372549,1016,128,1167,6,963
"788",2007,1,"ExpressJet Airlines Inc.",4353.48245614035,684,190,2016,6,1458
"789",2007,1,"Frontier Airlines Inc.",2115.0243902439,542,72,985,1,515
"790",2007,1,"Hawaiian Airlines Inc.",1964.21428571429,1262,24,2,1,675
"791",2007,1,"JetBlue Airways",5485.15555555556,958,57,2103,22,2345
"792",2007,1,"Mesa Airlines Inc.",3634.25210084034,1189,131,639,4,1672
"793",2007,1,"Northwest Airlines Inc.",3984.2037037037,1620,162,1406,5,792
"794",2007,1,"Pinnacle Airlines Inc.",2081.57657657658,753,99,535,1,693
"795",2007,1,"SkyWest Airlines Inc.",6641.12781954887,2453,544,834,9,2801
"796",2007,1,"Southwest Airlines Co.",9482.01587301587,2135,358,1583,34,5372
"797",2007,1,"United Air Lines Inc.",7136.425,1606,256,2277,0,2998
"798",2007,1,"US Airways Inc.",5899.45679012346,1636,97,2110,13,2043
"799",2007,2,"AirTran Airways Corporation",5088.24,897,126,1370,0,2696
"800",2007,2,"Alaska Airlines Inc.",3543.24444444444,1187,58,635,20,1642
"801",2007,2,"Aloha Airlines Inc.",986.636363636364,495,2,111,7,371
"802",2007,2,"American Airlines Inc.",10531.3875,2745,1134,2637,11,4005
"803",2007,2,"American Eagle Airlines Inc.",6285.61206896552,1425,526,1651,0,2684
"804",2007,2,"Atlantic Southeast Airlines",2922.78985507246,1646,321,476,2,477
"805",2007,2,"Continental Air Lines Inc.",4659,877,285,2255,23,1219
"806",2007,2,"Delta Air Lines Inc.",3487.5,1088,194,1151,2,1052
"807",2007,2,"ExpressJet Airlines Inc.",4081.08928571429,706,247,1684,6,1438
"808",2007,2,"Frontier Airlines Inc.",1902.275,576,54,792,0,480
"809",2007,2,"Hawaiian Airlines Inc.",1244.42857142857,819,4,18,4,400
"810",2007,2,"JetBlue Airways",8093.63043478261,1503,750,2249,13,3579
"811",2007,2,"Mesa Airlines Inc.",4632.33628318584,1609,224,482,6,2311
"812",2007,2,"Northwest Airlines Inc.",6069.98148148148,2341,306,1845,6,1573
"813",2007,2,"Pinnacle Airlines Inc.",3382.65137614679,1176,202,703,1,1302
"814",2007,2,"SkyWest Airlines Inc.",5500.02222222222,2067,379,839,11,2204
"815",2007,2,"Southwest Airlines Co.",13105.2063492063,2772,626,1805,67,7835
"816",2007,2,"United Air Lines Inc.",8161.59036144578,1973,522,2267,1,3398
"817",2007,2,"US Airways Inc.",8688.35802469136,2406,451,2390,10,3431
"818",2007,3,"AirTran Airways Corporation",4950.68,1018,43,1170,0,2720
"819",2007,3,"Alaska Airlines Inc.",3975.88888888889,1433,65,617,33,1828
"820",2007,3,"Aloha Airlines Inc.",770.272727272727,394,2,85,33,257
"821",2007,3,"American Airlines Inc.",10872.8125,2846,634,3456,11,3925
"822",2007,3,"American Eagle Airlines Inc.",5722.49137931035,1250,373,1741,3,2356
"823",2007,3,"Atlantic Southeast Airlines",2732.41605839416,1633,245,453,3,398
"824",2007,3,"Comair Inc.",3333.29787234043,1435,635,1017,3,244
"825",2007,3,"Continental Air Lines Inc.",6476.20833333333,1153,452,2732,20,2119
"826",2007,3,"Delta Air Lines Inc.",3362.54455445545,1097,74,1177,2,1013
"827",2007,3,"ExpressJet Airlines Inc.",6008.81081081081,1082,348,2075,6,2499
"828",2007,3,"Frontier Airlines Inc.",1170.39024390244,446,20,477,4,224
"829",2007,3,"Hawaiian Airlines Inc.",894.214285714286,706,2,1,0,185
"830",2007,3,"JetBlue Airways",7328.19565217391,1245,117,2485,7,3474
"831",2007,3,"Mesa Airlines Inc.",3780.14035087719,1428,158,592,6,1597
"832",2007,3,"Northwest Airlines Inc.",5454.33333333333,2398,212,1532,9,1303
"833",2007,3,"Pinnacle Airlines Inc.",2057.59633027523,735,105,423,1,793
"834",2007,3,"SkyWest Airlines Inc.",3785.76865671642,1422,127,769,14,1453
"835",2007,3,"Southwest Airlines Co.",12518.6666666667,2778,472,1750,42,7477
"836",2007,3,"United Air Lines Inc.",7946.81927710843,1727,156,2308,0,3755
"837",2007,3,"US Airways Inc.",10904.049382716,3638,201,2739,13,4313
"838",2007,4,"AirTran Airways Corporation",3677.62,620,17,1121,0,1920
"839",2007,4,"Alaska Airlines Inc.",2686.88888888889,1062,31,464,20,1109
"840",2007,4,"Aloha Airlines Inc.",509.363636363636,374,0,35,0,101
"841",2007,4,"American Airlines Inc.",10227.5555555556,2568,521,3394,5,3739
"842",2007,4,"American Eagle Airlines Inc.",5146.33333333333,1095,290,1658,3,2100
"843",2007,4,"Atlantic Southeast Airlines",2356.06293706294,1312,217,353,3,471
"844",2007,4,"Delta Air Lines Inc.",3188.54,1018,37,1181,16,937
"845",2007,4,"ExpressJet Airlines Inc.",4888.66086956522,908,161,1893,4,1922
"846",2007,4,"Frontier Airlines Inc.",1294.69047619048,371,15,590,8,311
"847",2007,4,"Hawaiian Airlines Inc.",847.142857142857,704,0,1,0,141
"848",2007,4,"JetBlue Airways",7901.26086956522,1108,46,3039,15,3694
"849",2007,4,"Mesa Airlines Inc.",3139.50862068966,1187,72,583,8,1290
"850",2007,4,"Northwest Airlines Inc.",3823.1619047619,1642,196,1135,8,842
"851",2007,4,"SkyWest Airlines Inc.",3062.95683453237,1160,78,686,10,1130
"852",2007,4,"Southwest Airlines Co.",11645.7142857143,2475,497,1663,42,6969
"853",2007,4,"United Air Lines Inc.",7136.30952380952,1563,173,2033,1,3367
"854",2007,4,"US Airways Inc.",8285.0987654321,2529,97,2465,20,3174
"855",2007,5,"AirTran Airways Corporation",2811.72222222222,539,44,911,0,1317
"856",2007,5,"Alaska Airlines Inc.",3341.2,1299,11,733,17,1282
"857",2007,5,"Aloha Airlines Inc.",2184.45454545455,990,0,29,14,1151
"858",2007,5,"American Airlines Inc.",10692.0789473684,2437,780,3713,6,3755
"859",2007,5,"American Eagle Airlines Inc.",5502.56034482759,1320,405,1544,0,2232
"860",2007,5,"Continental Air Lines Inc.",6008.52112676056,1171,318,2515,20,1984
"861",2007,5,"Delta Air Lines Inc.",2781.47872340426,809,117,1223,1,631
"862",2007,5,"ExpressJet Airlines Inc.",4489.56896551724,818,268,1713,7,1684
"863",2007,5,"Frontier Airlines Inc.",2051.18181818182,650,164,791,6,439
"864",2007,5,"Hawaiian Airlines Inc.",920.714285714286,732,0,4,2,183
"865",2007,5,"JetBlue Airways",3971.91666666667,610,53,1850,10,1450
"866",2007,5,"Mesa Airlines Inc.",2145.34821428571,980,72,396,5,692
"867",2007,5,"Northwest Airlines Inc.",3916.84761904762,1575,189,1343,5,805
"868",2007,5,"Pinnacle Airlines Inc.",1653.5045045045,623,131,399,2,500
"869",2007,5,"SkyWest Airlines Inc.",3137.37323943662,1306,143,527,8,1153
"870",2007,5,"Southwest Airlines Co.",11828.7936507937,2310,595,1808,39,7077
"871",2007,5,"United Air Lines Inc.",6844.07692307692,1448,196,2179,0,3021
"872",2007,5,"US Airways Inc.",6916.58024691358,2084,113,2314,22,2384
"873",2007,6,"AirTran Airways Corporation",6979.61818181818,936,183,2258,0,3602
"874",2007,6,"Alaska Airlines Inc.",4629.02173913043,1608,47,780,21,2173
"875",2007,6,"Aloha Airlines Inc.",1880,1274,2,22,7,575
"876",2007,6,"American Airlines Inc.",17979.2435897436,3619,1952,5251,8,7150
"877",2007,6,"American Eagle Airlines Inc.",8581.64102564103,1732,810,2118,2,3920
"878",2007,6,"Atlantic Southeast Airlines",4853.28472222222,1871,803,1230,4,946
"879",2007,6,"Continental Air Lines Inc.",8353.25,1511,385,3675,24,2758
"880",2007,6,"Delta Air Lines Inc.",7620,2090,281,2890,3,2356
"881",2007,6,"ExpressJet Airlines Inc.",5633.24,1200,271,2009,12,2141
"882",2007,6,"Frontier Airlines Inc.",2472.61363636364,697,198,1000,15,562
"883",2007,6,"Hawaiian Airlines Inc.",1256.21428571429,951,9,2,18,276
"884",2007,6,"JetBlue Airways",8294.5625,1120,256,4068,16,2835
"885",2007,6,"Mesa Airlines Inc.",3048.33898305085,1404,107,492,9,1036
"886",2007,6,"Northwest Airlines Inc.",5833.95238095238,2366,414,1613,10,1431
"887",2007,6,"Pinnacle Airlines Inc.",2478.17391304348,895,220,555,3,805
"888",2007,6,"SkyWest Airlines Inc.",3491,1482,139,584,19,1267
"889",2007,6,"Southwest Airlines Co.",20217.3333333333,3644,1159,3048,68,12299
"890",2007,6,"United Air Lines Inc.",11128.0506329114,2447,304,3176,5,5195
"891",2007,6,"US Airways Inc.",10464.0632911392,3059,346,3248,38,3773
"892",2007,7,"AirTran Airways Corporation",7943.70909090909,1103,69,2342,0,4429
"893",2007,7,"Alaska Airlines Inc.",4923.76086956522,1652,69,819,57,2326
"894",2007,7,"Aloha Airlines Inc.",1133.54545454545,713,1,11,18,390
"895",2007,7,"American Airlines Inc.",15453.358974359,3567,1446,4285,10,6145
"896",2007,7,"American Eagle Airlines Inc.",7353.36752136752,1814,511,1770,0,3259
"897",2007,7,"Atlantic Southeast Airlines",5493.82962962963,2245,863,1269,5,1112
"898",2007,7,"Continental Air Lines Inc.",7528.05633802817,1512,302,2937,27,2750
"899",2007,7,"Delta Air Lines Inc.",8142.15625,2346,163,2642,13,2978
"900",2007,7,"Frontier Airlines Inc.",2112.75,690,78,901,6,438
"901",2007,7,"Hawaiian Airlines Inc.",988.285714285714,728,3,3,15,239
"902",2007,7,"JetBlue Airways",8552.16666666667,1160,418,3376,13,3585
"903",2007,7,"Mesa Airlines Inc.",2812.82051282051,1269,137,487,7,913
"904",2007,7,"Northwest Airlines Inc.",4997.5145631068,2283,286,1160,12,1257
"905",2007,7,"Pinnacle Airlines Inc.",2065.47368421053,792,135,505,2,631
"906",2007,7,"SkyWest Airlines Inc.",3876.72108843537,1696,181,499,8,1493
"907",2007,7,"Southwest Airlines Co.",20421.0952380952,3735,1074,2988,85,12539
"908",2007,7,"United Air Lines Inc.",9827.16666666667,2252,316,2537,2,4720
"909",2007,7,"US Airways Inc.",9090.98734177215,2611,391,2796,40,3254
"910",2007,8,"AirTran Airways Corporation",7040.14545454545,1168,60,2172,0,3640
"911",2007,8,"Alaska Airlines Inc.",5235.84782608696,1825,39,764,52,2557
"912",2007,8,"Aloha Airlines Inc.",442.818181818182,254,0,28,0,161
"913",2007,8,"American Airlines Inc.",12012.8205128205,3280,568,3564,9,4591
"914",2007,8,"American Eagle Airlines Inc.",6757.17948717949,1854,286,1712,2,2903
"915",2007,8,"Atlantic Southeast Airlines",5247.8345323741,2429,672,1071,3,1073
"916",2007,8,"Continental Air Lines Inc.",6718.51470588235,1314,283,2664,18,2440
"917",2007,8,"Delta Air Lines Inc.",6896.67346938776,2042,253,2238,4,2360
"918",2007,8,"Frontier Airlines Inc.",2102.36363636364,627,117,895,3,460
"919",2007,8,"Hawaiian Airlines Inc.",955.214285714286,675,6,0,0,274
"920",2007,8,"JetBlue Airways",7520.375,1123,373,3026,12,2986
"921",2007,8,"Mesa Airlines Inc.",2981.76068376068,1291,142,400,8,1141
"922",2007,8,"Northwest Airlines Inc.",5507.59615384615,1911,323,1971,12,1290
"923",2007,8,"Pinnacle Airlines Inc.",2955.51754385965,1072,175,784,3,922
"924",2007,8,"SkyWest Airlines Inc.",4254.63513513513,1676,204,669,12,1694
"925",2007,8,"Southwest Airlines Co.",17453.5625,3471,881,2597,56,10448
"926",2007,8,"United Air Lines Inc.",11038.6666666667,2394,366,2773,2,5503
"927",2007,8,"US Airways Inc.",7789.11538461538,2197,171,2423,35,2963
"928",2007,9,"AirTran Airways Corporation",2647.38181818182,470,39,849,0,1289
"929",2007,9,"Alaska Airlines Inc.",3517.4,1197,56,753,13,1498
"930",2007,9,"Aloha Airlines Inc.",545.363636363636,259,0,85,3,198
"931",2007,9,"American Airlines Inc.",7698.24358974359,2235,424,2396,15,2628
"932",2007,9,"American Eagle Airlines Inc.",3753.1186440678,1044,179,1027,1,1503
"933",2007,9,"Atlantic Southeast Airlines",3759.85294117647,2233,381,612,2,533
"934",2007,9,"Continental Air Lines Inc.",2130.61111111111,557,47,1028,7,493
"935",2007,9,"Delta Air Lines Inc.",3361.2,1008,75,1266,2,1010
"936",2007,9,"ExpressJet Airlines Inc.",2102.29838709677,493,42,771,5,792
"937",2007,9,"Frontier Airlines Inc.",738.522727272727,294,15,278,4,148
"938",2007,9,"Hawaiian Airlines Inc.",1004.64285714286,728,0,32,4,241
"939",2007,9,"JetBlue Airways",2299.04166666667,433,33,1149,1,683
"940",2007,9,"Mesa Airlines Inc.",1630.82608695652,734,37,277,10,574
"941",2007,9,"Northwest Airlines Inc.",3375.64077669903,1250,219,1229,2,675
"942",2007,9,"Pinnacle Airlines Inc.",1716.52252252252,614,128,498,2,476
"943",2007,9,"SkyWest Airlines Inc.",2504.04575163399,1022,99,488,10,886
"944",2007,9,"Southwest Airlines Co.",8100.65625,1852,221,1311,54,4663
"945",2007,9,"United Air Lines Inc.",5530.64102564103,1349,93,1547,0,2541
"946",2007,9,"US Airways Inc.",3892,1278,38,1351,11,1213
"947",2007,10,"AirTran Airways Corporation",3833.12727272727,570,10,1373,0,1880
"948",2007,10,"Alaska Airlines Inc.",3995.93333333333,1197,72,1037,7,1683
"949",2007,10,"Aloha Airlines Inc.",1410.45454545455,733,5,14,0,659
"950",2007,10,"American Airlines Inc.",8941.01315789474,2328,433,2954,4,3221
"951",2007,10,"American Eagle Airlines Inc.",4161.21052631579,1120,185,1204,1,1652
"952",2007,10,"Continental Air Lines Inc.",4522.68055555556,808,133,2337,5,1240
"953",2007,10,"Delta Air Lines Inc.",3655.78494623656,1033,38,1496,12,1075
"954",2007,10,"ExpressJet Airlines Inc.",3738.05833333333,634,107,1562,5,1431
"955",2007,10,"Frontier Airlines Inc.",1023.68181818182,323,25,443,0,233
"956",2007,10,"Hawaiian Airlines Inc.",1037.78571428571,873,3,4,8,150
"957",2007,10,"JetBlue Airways",4984.3829787234,698,98,2681,10,1497
"958",2007,10,"Mesa Airlines Inc.",2171.54310344828,1045,75,353,2,696
"959",2007,10,"Northwest Airlines Inc.",3773.79797979798,1329,213,1468,3,760
"960",2007,10,"Pinnacle Airlines Inc.",1702.32743362832,620,52,557,1,473
"961",2007,10,"SkyWest Airlines Inc.",3010.02684563758,1193,108,649,7,1053
"962",2007,10,"Southwest Airlines Co.",11150.09375,2140,309,2121,57,6524
"963",2007,10,"United Air Lines Inc.",6893.1,1567,82,1973,0,3271
"964",2007,10,"US Airways Inc.",5280.73170731707,1409,46,2119,9,1698
"965",2007,11,"AirTran Airways Corporation",3400.09090909091,505,2,1180,0,1714
"966",2007,11,"Alaska Airlines Inc.",2784.86666666667,976,47,643,13,1105
"967",2007,11,"Aloha Airlines Inc.",1066.18181818182,637,1,49,6,373
"968",2007,11,"American Airlines Inc.",8106.46052631579,2421,200,2632,3,2850
"969",2007,11,"American Eagle Airlines Inc.",4326.21052631579,1181,94,1245,0,1806
"970",2007,11,"Continental Air Lines Inc.",4231.61111111111,743,92,2330,6,1061
"971",2007,11,"Delta Air Lines Inc.",2440.11956521739,795,12,980,4,648
